manifest,arm,tag,formula,candidate_status,seed,site_index,initial_metal,eta_V,pls,dG_OH,dG_O,dG_OOH,OH_m_o_A,OH_tier,OH_h_location,OH_category,O_m_o_A,O_tier,O_category,OOH_m_o_A,OOH_tier,OOH_o_o_A,OOH_o_o_class,OOH_h_location,OOH_h_carrier,OOH_binding_O,OOH_binding_metal,OOH_category,OOH_slab_rms_A,OOH_slab_max_A,unconverged_states,weak_states,reconstructed_states,pathway,all_states_intact,all_states_adsorbate_intact
mpa0__Ni31Cr29Cu5Mn35,CENSUS-1,mpa0,Ni31Cr29Cu5Mn35,evaluated,2,2,Cr,0.6719135270070486,1,1.9019135270070486,3.4561942195570943,4.710813539109894,1.8382895775607362,bound,ON_ADSORBATE,NORMAL,1.58917068602284,bound,RECONSTRUCTION,3.6498377975508487,desorbed,1.3431875638236128,SUPEROXO_LIKE,ON_ADSORBATE,binding_O,distal_O,Cr,DESORPTION,0.03857344281926066,0.06842582530349241,0,0,1,undefined,False,False
mpa0__Ni31Cr29Cu5Mn35,CENSUS-1,mpa0,Ni31Cr29Cu5Mn35,evaluated,2,3,Ni,0.7280828796310048,3,1.8757115485667222,1.051609130008192,3.009692009639197,1.8784287596228029,bound,ON_ADSORBATE,NORMAL,3.2950699745081238,desorbed,DESORPTION,3.7050494832548835,desorbed,1.2323796759219952,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.0919209357080522,0.20752645113971135,0,0,1,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,0,Ni,1.304908156695289,2,1.8114481985325832,4.346356355227872,4.54489305217527,1.9070192482458177,bound,ON_ADSORBATE,NORMAL,1.8205163627968957,bound,NORMAL,2.0848875585429605,bound,1.3321260311221645,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.035965863449032916,0.1042356388395914,0,0,0,cus,True,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,1,Co,0.839308447358861,4,1.7369805392889597,3.7796051421169388,2.850691552641139,1.78380288272996,bound,ON_ADSORBATE,RECONSTRUCTION,1.6340150381915723,bound,RECONSTRUCTION,3.1417773048527455,desorbed,1.233577259031275,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.09288210388501941,0.2108921993682538,0,0,2,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,2,Fe,1.5252116739357584,4,1.7187064508319403,4.2121991917465245,2.1647883260642415,1.9012934648941626,bound,ON_ADSORBATE,NORMAL,1.8002580544149391,bound,NORMAL,2.834639287934833,weak,1.229681048801049,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DISSOCIATION,0.08016211565619961,0.34178938802529046,0,1,0,bridge,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,0,3,Ni,1.5300556544386277,4,1.6129985556109099,4.180182314038323,2.1599443455613723,1.8828811431825876,bound,ON_ADSORBATE,NORMAL,1.772227498594861,bound,NORMAL,3.5514275940975666,desorbed,1.2258364307148921,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.06872372175321083,0.30004086156755816,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,0,Co,0.9222268727615681,2,1.6279982086340063,3.7802250813955744,2.924903751162448,1.783025971096192,bound,ON_ADSORBATE,NORMAL,1.668217015786637,bound,NORMAL,3.9490634562288442,desorbed,1.2316921174254265,O2_LIKE,H_TRANSFERRED,slab_O,proximal_O,Co,DESORPTION,0.11040468305328438,0.37959485770841905,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,1,Fe,0.7090043026046837,4,1.913253432425416,3.024094619989601,2.9809956973953162,1.8973416565284937,bound,ON_ADSORBATE,NORMAL,2.0476964273496754,bound,NORMAL,4.066646815454973,desorbed,1.2331930537841629,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.06551252074315397,0.2215018995341071,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,2,Co,0.8910726772855622,2,1.8130374150807378,3.9341100923663,3.1927562023794294,1.8002377343813993,bound,ON_ADSORBATE,NORMAL,1.6411429748479636,bound,NORMAL,3.7778747896950464,desorbed,1.2343198042651224,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Co,DESORPTION,0.10595757508342807,0.30400966724573525,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,1,3,Ni,0.7946191857615039,1,2.024619185761504,3.0930971506026346,3.079990810300275,1.9370931322527134,bound,ON_ADSORBATE,NORMAL,2.123804430328857,bound,NORMAL,3.3341691731662997,desorbed,1.2335490606830686,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Ni,DESORPTION,0.11513312110112683,0.5047154714214169,0,0,1,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,0,Cr,0.4530565522419163,2,1.6015430650656648,3.284599617307581,4.663954545181129,1.8085509324280893,bound,ON_ADSORBATE,NORMAL,1.5894617507495874,bound,RECONSTRUCTION,1.9754136641577082,bound,1.3721922129981474,OOH_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Cr,NORMAL,0.07273047078232144,0.22390188114889875,0,0,1,cus,False,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,1,Ni,1.3512764812375888,2,1.8888998809386188,4.470176362176208,4.723445879382611,1.8998269132729662,bound,ON_ADSORBATE,NORMAL,1.8204104798746312,bound,NORMAL,2.0959739798280306,bound,1.3343626131308495,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Ni,NORMAL,0.03410982934605616,0.1580604462677465,0,0,0,cus,True,True
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,2,Co,0.9748082967653584,2,1.6138688653586208,3.8186771621239792,3.4376457477769704,1.7583358044676807,bound,ON_ADSORBATE,NORMAL,1.646989020164248,bound,NORMAL,3.8365412309631366,desorbed,1.2360175783625997,O2_LIKE,H_TRANSFERRED,slab_O,distal_O,Fe,DESORPTION,0.05721220257545348,0.1710977946035423,0,0,0,undefined,False,False
mpa0__Fe25Co25Ni25Cr25,CENSUS-1,mpa0,Fe25Co25Ni25Cr25,evaluated,2,3,Fe,1.2723422287315014,2,1.875028164062622,4.377370392794123,4.828416357343601,1.8809845957571847,bound,ON_ADSORBATE,NORMAL,1.7152929606805634,bound,NORMAL,2.614447546500211,weak,1.3189583072222084,SUPEROXO_LIKE,ON_ADSORBATE,terminal_O,proximal_O,Fe,NORMAL,0.04460008892858486,0.10150943362970583,0,1,0,cus,True,True
