provider_id,membership,old_candidate_ids,title,doi,publication_date,type,metadata_variants,eligibility_status,method_status
https://openalex.org/W1919960290,NEW_ONLY,,Determination of oxygen diffusion kinetics during thin film ruthenium oxidation,https://doi.org/10.1063/1.4928295,2015-08-06,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W2596096512,NEW_ONLY,,WO3-loaded TIO2 nanotubes via electrochemical anodization technique for efficient photocatalytic removal of mercury / Lee Wai Hong,,2016-01-01,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W2774101483,NEW_ONLY,,"Geochemical and mineralogical characterisation of a tailings-rich sediment bank, King River, Western Australia",,2017-01-01,conference-paper,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W2883209166,NEW_ONLY,,Replacement reactions and deformation by dissolution and precipitation processes in amphibolites,https://doi.org/10.1111/jmg.12445,2018-07-24,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W3096807722,NEW_ONLY,,Lipid and protein corona of food-grade TiO2 nanoparticles in simulated gastrointestinal digestion,https://doi.org/10.1016/j.impact.2020.100272,2020-10-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W3111698269,NEW_ONLY,,Orthopyroxene-sillimanite granulites of the Angara-Kan block (SW Siberian craton): Constraints on timing of UHT metamorphism,https://doi.org/10.1016/j.jseaes.2020.104650,2020-12-17,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W3134992387,NEW_ONLY,,Treatment of real wastewater by photoelectrochemical methods: An overview,https://doi.org/10.1016/j.chemosphere.2021.130188,2021-03-09,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W3215040325,NEW_ONLY,,"Complexation of Np(V) with the Dicarboxylates, Malonate, and Succinate: Complex Stoichiometry, Thermodynamic Data, and Structural Information",https://doi.org/10.1021/acs.inorgchem.1c01966,2021-11-25,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4200086370,NEW_ONLY,,Recent Advances in the Catalytic Applications of Lanthanide-Oxo Clusters,https://doi.org/10.3390/magnetochemistry7120161,2021-12-20,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4210727565,NEW_ONLY,,HAADF STEM and Ab Initio Calculations Investigation of Anatase TiO2/LaAlO3 Heterointerface,https://doi.org/10.3390/app12031489,2022-01-29,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4285010263,NEW_ONLY,,Toxicologic Concerns with Current Medical Nanoparticles,https://doi.org/10.3390/ijms23147597,2022-07-08,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4294326152,NEW_ONLY,,"Genesis and mineralogical studies of zircons in the Alamas, Yurungkash and Karakash Rivers nephrite deposits, Western Kunlun, Xinjiang, China",https://doi.org/10.1016/j.oregeorev.2022.105087,2022-09-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4388951531,NEW_ONLY,,TiO2 nanoparticles synthesized sonochemically: its electrochemical lead sensor and photocatalytic degradation of DG and F-OR dyes,https://doi.org/10.61577/jnd.2023.100002,2023-11-23,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4405198163,NEW_ONLY,,CVD Grown Sub 10 nm Size g-C3N4 Particle-Decorated TiO2 Nanotube Array Composites for Enhanced Photocatalytic H2 Production,https://doi.org/10.1021/acsmaterialsau.4c00084,2024-12-09,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W4414556792,NEW_ONLY,,Guidelines for robust and reproducible point defectsimulations in crystals,https://doi.org/10.26434/chemrxiv-2025-3lb5k,2025-09-26,preprint,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7128477722,NEW_ONLY,,"Drelów, the 13th and latest meteorite fall in Poland—A typical L6 chondrite with shock veins",https://doi.org/10.1111/maps.70106,2026-02-10,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7148479864,NEW_ONLY,,Discounted Cash Flow Analysis of a Process for Vanadium Extraction from Titaniferous Slag,https://doi.org/10.3390/min16040378,2026-04-02,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7172271579,NEW_ONLY,,One-step carbon capture and critical element recovery from mine tailings via carbonic anhydrase enhancement,https://doi.org/10.1016/j.ccst.2026.100673,2026-08-03,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7212108070,NEW_ONLY,,Growth rate of the preserved Antarctic continent reveals the anatomy of a late developer,https://doi.org/10.1038/s43247-026-04024-7,2026-09-10,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213450865,NEW_ONLY,,Insights into mantle processes of the Cullinan kimberlite (previously Premier kimberlite) pipe,https://doi.org/10.25403/upresearchdata.31323421,2026-02-12,dissertation,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213469530,NEW_ONLY,,Enhanced mechanical properties and oxidation resistance in TiAl alloy via B and Y2O3 addition,https://doi.org/10.2139/ssrn.7478117,2026-01-01,preprint,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213481536,NEW_ONLY,,Simultaneous Production of Lithium Hydroxide and Sulfuric Acid from Lithium Sulphate by Conventional Electrodialysis,,2026-09-15,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213487533,NEW_ONLY,,Effect of Al-Dopingof Faceted SrTiO3 onSurface Chemistry in Photocatalytic Oxidation of Acetone,,2026-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213519400,NEW_ONLY,,"Review: Structure, Synthesis, Morphology, Solid-State Chemistry, and Photoelectrochemistry of Copper Tungstate (CuWO4)",https://doi.org/10.1149/2162-8777/aea934,2026-09-17,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213529190,NEW_ONLY,,Design for Remanufacturing and Resource Circulation in Proton Exchange Membrane Water Electrolysis Systems Using Sustainability Benefit Ratio,https://doi.org/10.1002/cssc.71071,2026-09-17,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213529560,NEW_ONLY,,"TITANIUM DIOXIDE IN WATER TREATMENT SYSTEMS: PHOTOCATALYSIS, DISINFECTION, AND DEGRADATION OF EMERGING CONTAMINANTS",https://doi.org/10.65671/xyes4h77,2026-08-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213537600,NEW_ONLY,,The detrital zircon Hf and O isotope signals recorded in Paleozoic Saxothuringian clastic rocks of Germany: insights into the Eburnean and Cadomian orogenies,https://doi.org/10.1007/s00531-026-02616-4,2026-09-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213541121,NEW_ONLY,,Tailoring Cobalt Phosphide HER Electrocatalysts from Cobalt 2-Carboxyethyl(phenyl)phosphinate Precursors,https://doi.org/10.1039/d6qi01333c,2026-01-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213548330,NEW_ONLY,,"From Vanadium–Titanium Magnetite to Fe–C–V Alloys: A Critical Review of Vanadium-Bearing Pig Iron Production, Vanadium Partitioning, Refining, and Metallurgical Applications",https://doi.org/10.66104/qa1tk476,2026-09-17,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213555955,NEW_ONLY,,Nanocrystalline Iridium Oxide Stabilized by Magnesium–Titanium–Spinel as Active Acidic Oxygen Evolution Reaction Catalyst,https://doi.org/10.1002/aesr.70276,2026-09-01,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
https://openalex.org/W7213556855,NEW_ONLY,,"Mineral Geochemical Implications in the Thermo-Barometric Conditions and Petrogenesis of the Bougouni Plutonic Complex, in Southern Mali (Léo-Man Shield, West African Craton)",https://doi.org/10.38124/ijisrt/26aug1198,2026-09-18,article,1,NO_NEW_ELIGIBILITY_DECISION,NOT_CODED
